run_id,model_id,fraction_code,seed,domain,class_index,class_name,positive_count,negative_count,average_precision,recall_at_0_5,recall_at_source_v_threshold,f1_at_0_5,f1_at_source_v_threshold,ece_15bin,in_c_source
week5-m0-f100-seed17,M0,100,17,I,9,Inland wetlands,273,2727,0.43360383220968307,0.17582417582417584,0.26373626373626374,0.2742857142857143,0.37402597402597404,0.040599692804712095,True
week5-m0-f100-seed17,M0,100,17,I,10,"Land principally occupied by agriculture, with significant areas of natural vegetation",694,2306,0.5016799732812594,0.4827089337175792,0.6368876080691642,0.4785714285714286,0.5154518950437318,0.08821083796167957,True
week5-m0-f100-seed17,M0,100,17,I,11,Marine waters,617,2383,0.9837352403865569,0.8978930307941653,0.9076175040518638,0.9445865302642796,0.9491525423728814,0.02628190595535095,True
week5-m0-f100-seed17,M0,100,17,I,12,Mixed forest,812,2188,0.7565130966093624,0.6231527093596059,0.7192118226600985,0.6936257710760795,0.73,0.05946051362288601,True
week5-m0-f100-seed17,M0,100,17,I,13,"Moors, heathland and sclerophyllous vegetation",107,2893,0.22832973082837257,0.16822429906542055,0.21495327102803738,0.23841059602649006,0.25842696629213485,0.02466974809231661,True
week5-m0-f100-seed17,M0,100,17,I,14,Natural grassland and sparsely vegetated areas,70,2930,0.03949512663843093,0.08571428571428572,0.08571428571428572,0.05825242718446602,0.05333333333333334,0.0541078125432465,True
week5-m0-f100-seed17,M0,100,17,I,15,Pastures,1100,1900,0.888373902652612,0.7727272727272727,0.8263636363636364,0.797373358348968,0.7914671310404876,0.046731372276525227,True
week5-m0-f100-seed17,M0,100,17,I,16,Permanent crops,151,2849,0.25504825353230676,0.019867549668874173,0.046357615894039736,0.03896103896103896,0.0880503144654088,0.04120144212208281,True
week5-m0-f100-seed17,M0,100,17,I,17,"Transitional woodland, shrub",326,2674,0.3282267176634881,0.3128834355828221,0.5030674846625767,0.33278955954323003,0.38588235294117645,0.06080383042484368,True
week5-m0-f100-seed17,M0,100,17,I,18,Urban fabric,613,2387,0.8296250444267649,0.6688417618270799,0.7569331158238173,0.7243816254416962,0.7508090614886731,0.022820917828546672,True
week5-m0-f100-seed17,M0,100,17,Finland,0,Agro-forestry areas,0,4000,,,,,,2.4932408302234838e-05,False
week5-m0-f100-seed17,M0,100,17,Finland,1,Arable land,457,3543,0.5559354306261213,0.29978118161925604,0.3741794310722101,0.4391025641025641,0.48717948717948717,0.040417952307316415,True
week5-m0-f100-seed17,M0,100,17,Finland,2,"Beaches, dunes, sands",1,3999,0.0009523809523809524,0.0,0.0,0.0,0.0,0.0006866788136461296,False
week5-m0-f100-seed17,M0,100,17,Finland,3,Broad-leaved forest,229,3771,0.07433908143287915,0.2925764192139738,0.4148471615720524,0.11764705882352941,0.1313969571230982,0.2345971407015895,True
week5-m0-f100-seed17,M0,100,17,Finland,4,Coastal wetlands,10,3990,0.012789342982387625,0.0,0.0,0.0,0.0,0.002365191301001163,False
week5-m0-f100-seed17,M0,100,17,Finland,5,Complex cultivation patterns,21,3979,0.016475530382092214,0.047619047619047616,0.2857142857142857,0.007692307692307693,0.0255863539445629,0.12367419785908737,True
week5-m0-f100-seed17,M0,100,17,Finland,6,Coniferous forest,2776,1224,0.936103943048918,0.6920028818443804,0.728386167146974,0.7855244326313637,0.805417247560247,0.198073680243102,True
week5-m0-f100-seed17,M0,100,17,Finland,7,Industrial or commercial units,32,3968,0.48206986974389965,0.40625,0.5,0.45614035087719296,0.47761194029850745,0.005325617891589576,True
week5-m0-f100-seed17,M0,100,17,Finland,8,Inland waters,985,3015,0.5753713419306682,0.45685279187817257,0.4964467005076142,0.5649717514124294,0.593086719223772,0.13738743363829306,True
week5-m0-f100-seed17,M0,100,17,Finland,9,Inland wetlands,530,3470,0.307940880158871,0.17547169811320754,0.20943396226415095,0.2703488372093023,0.29878869448183043,0.08825394839073547,True
week5-m0-f100-seed17,M0,100,17,Finland,10,"Land principally occupied by agriculture, with significant areas of natural vegetation",588,3412,0.4650224791701831,0.39285714285714285,0.5935374149659864,0.43258426966292135,0.4898245614035088,0.05596824207987561,True
week5-m0-f100-seed17,M0,100,17,Finland,11,Marine waters,892,3108,0.9301223367293202,0.8340807174887892,0.850896860986547,0.8732394366197183,0.8769497400346621,0.03907408418653165,True
week5-m0-f100-seed17,M0,100,17,Finland,12,Mixed forest,2082,1918,0.7287150387688227,0.5259365994236311,0.6162343900096061,0.6214528944381384,0.6609994848016486,0.19531088470164074,True
